skin_L skin_A skin_B eye_r eye_g eye_b eye_L eye_A eye_B hair_L hair_A hair_B hair_r1 hair_g1 hair_b1 hair_r2 hair_g2 hair_b2 hair_r3 hair_g3 hair_b3
174.104504 127.960550 110.686500 30 27 34 30.352941 132.666667 125.901961 129.553014 129.553014 131.669642 42 34 30 72 69 61 103 103 103 
168.828679 127.947846 109.958422 49 41 41 47.537037 130.759259 121.259259 129.136147 129.136147 132.867138 49 41 38 79 75 68 19 11 4 
178.435011 127.852247 112.540145 73 65 57 60.105263 127.947368 121.403509 128.020249 128.020249 126.281380 42 42 42 73 77 81 117 117 113 
154.978166 129.024199 109.229619 41 38 41 40.018519 130.925926 126.240741 127.924995 127.924995 128.929934 56 56 56 94 94 90 26 24 19 
167.642221 128.617190 112.175740 42 34 38 40.500000 131.981481 122.925926 128.931840 128.931840 127.605840 46 42 38 15 8 2 76 76 76 
151.605479 129.542403 108.320843 38 30 38 42.722222 132.537037 124.759259 129.026795 129.026795 127.634008 46 42 38 76 76 76 118 118 114 
172.320798 128.898392 110.145636 50 39 35 37.481481 129.851852 121.000000 127.456072 127.456072 125.525977 31 31 31 62 66 70 93 97 100 
173.364184 127.378671 112.266606 49 39 43 35.796296 133.370370 122.537037 128.616991 128.616991 126.356152 43 43 43 78 90 109 12 4 8 
166.815383 126.384134 110.571816 47 41 47 47.450980 131.450980 124.470588 127.831774 127.831774 125.821469 43 43 43 73 73 76 106 106 106 
171.295561 126.988634 113.146362 34 34 36 35.916667 129.395833 127.166667 127.413512 127.413512 133.367362 34 30 19 64 64 56 101 105 98 
177.040655 126.827086 112.939952 34 30 38 38.803922 132.098039 125.470588 129.082910 129.082910 128.813351 53 49 45 83 79 76 23 15 11 
163.902604 126.940174 110.126458 34 30 34 35.796296 130.407407 125.796296 128.538416 128.538416 131.045650 42 38 34 72 68 64 102 100 94 
159.600525 126.395999 109.982964 54 51 54 53.430556 130.791667 126.250000 129.407792 129.407792 131.366450 51 43 34 83 80 69 119 119 105 
176.818640 124.729443 111.555190 45 41 45 44.105263 131.122807 126.140351 128.440153 128.440153 128.886572 52 52 52 19 11 7 82 82 82 
158.590361 125.501806 110.590187 45 38 42 40.462500 131.887500 123.462500 129.572719 129.572719 130.872539 42 34 30 72 68 64 102 102 94 
171.339927 124.898632 110.614909 52 45 45 44.694444 130.597222 122.777778 128.510158 128.510158 129.078305 41 38 34 71 71 71 101 109 112 
169.043884 126.756502 109.515334 58 43 39 43.875000 130.055556 118.611111 129.105383 129.105383 124.357715 35 35 39 66 70 78 97 113 136 
161.659057 127.676156 107.286370 52 43 44 49.111111 131.222222 121.111111 128.910542 128.910542 131.539505 52 48 44 92 92 85 22 13 7 
175.236993 125.399108 111.562521 41 37 39 44.649123 130.052632 124.421053 127.974998 127.974998 127.137269 48 48 48 78 81 85 18 15 18 
172.623221 126.219040 108.247974 38 34 38 38.055556 131.592593 125.148148 129.110759 129.110759 132.423231 34 29 23 65 61 53 95 95 88 
170.457365 125.790122 108.820193 81 66 58 62.000000 130.180556 115.625000 128.516198 128.516198 129.732978 42 39 35 73 73 70 104 104 100 
171.011972 125.118784 110.099083 51 40 40 44.352941 130.882353 119.897059 129.063939 129.063939 130.097781 36 32 28 66 66 66 100 104 108 
168.869323 124.775389 110.730166 58 47 47 47.944444 130.722222 122.388889 128.497574 128.497574 129.375421 43 39 35 73 69 65 114 114 106 
173.117149 126.157030 110.474157 54 39 39 39.527778 132.375000 119.527778 128.279888 128.279888 127.210974 39 35 31 70 70 70 100 104 104 
175.047918 126.253671 110.798325 69 54 50 59.722222 130.236111 119.166667 128.558140 128.558140 128.049551 50 50 50 80 80 80 20 17 17 
157.296980 127.429100 105.087127 56 45 41 53.680556 130.819444 119.833333 128.958913 128.958913 131.027411 41 38 34 71 68 64 105 105 101 
163.917191 125.919438 109.799036 63 50 48 60.087719 130.070175 119.877193 128.403837 128.403837 126.124062 44 41 37 74 78 81 111 109 111 
156.614521 127.252141 108.169237 41 38 41 41.611111 131.555556 125.611111 129.343519 129.343519 132.638485 49 41 38 79 75 68 19 11 8 
176.609573 126.272512 111.255200 60 52 52 53.633333 130.650000 122.016667 129.084749 129.084749 129.633826 52 49 45 82 79 75 22 11 8 
170.671890 126.556471 110.201219 45 38 41 41.960784 131.823529 124.333333 130.273906 130.273906 132.295970 41 34 30 71 64 60 101 98 90 
167.488352 127.496678 108.977941 66 55 55 60.583333 131.166667 122.111111 129.541421 129.541421 131.575008 40 32 28 70 66 62 104 100 93 
169.838141 125.776674 110.926827 54 41 41 52.098039 131.901961 119.156863 129.731260 129.731260 131.352657 41 34 30 71 64 60 105 101 94 
162.530300 127.355604 110.366252 43 40 43 44.066667 130.166667 126.783333 128.744223 128.744223 129.667213 43 40 36 74 70 70 123 123 119 
144.097381 127.153522 106.799681 52 45 45 48.111111 129.513889 123.277778 128.210810 128.210810 129.834986 56 52 49 26 22 19 86 82 79 
159.470404 127.174460 109.419602 49 41 41 44.828947 129.921053 123.605263 128.189002 128.189002 128.241069 52 52 52 86 90 94 22 22 22 
143.386329 128.642717 106.780465 49 41 41 49.703704 130.555556 122.370370 128.256927 128.256927 131.902569 45 41 34 75 71 68 15 11 4 
141.057420 128.558684 106.594827 26 26 38 36.152778 132.069444 128.680556 128.925708 128.925708 132.290945 41 34 26 71 68 64 105 101 94 
161.671887 129.031965 109.529638 55 39 43 41.671053 132.539474 119.118421 128.941403 128.941403 129.166457 43 39 35 74 82 97 12 4 4 
161.304587 127.860598 108.345608 56 49 49 50.882353 130.500000 122.911765 129.843871 129.843871 132.174344 45 38 34 75 71 64 105 101 94 
162.114195 127.998314 110.069027 55 47 47 49.868421 130.565789 122.578947 129.091459 129.091459 133.102363 40 32 25 70 66 59 108 104 93 
164.847599 127.216923 110.436263 40 36 47 44.458333 133.611111 127.875000 128.578971 128.578971 128.103998 47 43 40 77 77 81 108 115 123 
187.149258 127.641260 114.560255 46 38 42 40.098039 132.274510 123.431373 130.085047 130.085047 128.481466 34 27 27 65 61 61 95 95 91 
129.959081 128.101143 105.594683 31 31 39 32.222222 131.592593 130.018519 128.627827 128.627827 128.973237 31 24 17 61 64 64 94 101 105 
111.068970 129.248675 104.826826 49 34 34 32.686275 131.372549 119.392157 129.369123 129.369123 124.859378 41 38 38 71 79 94 131 139 135 
129.109115 128.661740 103.422319 15 8 15 23.513158 131.197368 125.986842 127.286278 127.286278 128.944239 22 19 15 52 52 49 90 94 90 
111.086167 129.018218 104.081269 42 30 30 31.881579 130.907895 120.039474 127.207548 127.207548 126.130637 30 30 26 60 79 106 138 149 136 
132.324550 128.354526 107.406014 30 22 22 20.148148 130.425926 122.333333 126.234415 126.234415 128.309735 37 41 41 67 85 100 170 174 166 
114.541175 127.576663 108.445651 11 8 15 7.289474 131.368421 127.105263 126.032273 126.032273 127.870458 30 30 26 60 64 56 90 96 90 
121.984077 127.363493 105.574827 56 41 34 48.736842 129.210526 116.701754 128.468547 128.468547 131.236522 41 38 34 71 71 71 105 109 107 
136.264704 128.173425 104.895394 34 26 30 32.351852 130.425926 124.351852 127.632744 127.632744 127.215428 34 34 34 64 68 71 94 101 101 
115.058026 128.536833 104.838878 19 12 19 12.625000 131.361111 125.541667 128.079636 128.079636 128.086101 35 31 31 65 65 61 96 96 92 
115.810583 128.914025 105.459061 23 27 30 29.907407 130.240741 130.740741 127.994542 127.994542 129.335304 46 46 46 76 84 95 15 11 8 
119.415192 129.116167 108.906397 38 27 27 41.375000 130.916667 122.944444 128.456143 128.456143 127.079990 30 27 23 65 65 65 95 99 99 
123.908696 128.051877 107.919612 23 19 27 21.105263 133.328947 127.105263 129.836417 129.836417 129.500507 53 46 42 23 15 11 84 76 76 
143.847174 127.654695 105.057877 53 36 30 36.960526 130.736842 116.473684 128.227495 128.227495 127.757289 30 27 23 61 57 53 91 99 99 
131.567861 127.407768 106.070980 26 22 30 19.759259 131.740741 126.796296 128.438451 128.438451 126.539889 34 30 26 64 64 64 94 101 101 
133.945590 127.450862 106.791914 65 48 42 52.411765 129.901961 117.529412 130.693565 130.693565 127.473920 34 27 27 65 61 65 99 99 103 
125.434937 127.869705 108.087274 67 52 44 65.250000 130.483333 119.283333 129.450262 129.450262 127.327086 44 37 33 74 85 100 142 152 148 
107.280877 129.458095 110.811883 39 24 22 25.833333 131.472222 118.041667 128.538823 128.538823 130.161924 52 45 38 15 8 0 82 79 75 
129.446659 128.400933 106.612566 41 41 49 61.175000 131.762500 128.762500 129.159584 129.159584 133.265371 41 34 26 71 68 60 105 101 90 
148.592022 128.118120 106.416195 43 32 32 35.629630 131.296296 121.981481 129.269283 129.269283 130.295329 32 25 17 62 55 47 93 93 93 
129.974037 128.506410 107.366606 60 41 30 53.018519 128.629630 114.740741 128.393042 128.393042 128.734152 37 34 30 67 86 112 156 156 164 
119.577827 127.676653 108.565516 46 38 38 36.912500 130.175000 123.987500 128.590126 128.590126 127.492951 34 30 27 65 65 65 95 99 99 
127.895938 127.656306 108.682011 43 34 36 36.375000 131.125000 123.225000 129.142114 129.142114 127.999522 36 32 28 66 74 85 96 108 115 
112.569749 127.675109 109.623137 40 29 29 31.259259 130.888889 121.537037 129.427937 129.427937 131.079144 29 21 13 59 67 78 116 118 108 
129.625278 127.384379 106.382133 32 25 28 24.305556 131.611111 123.916667 128.068554 128.068554 128.230328 28 25 21 59 62 62 93 96 93 
107.166473 127.923601 110.106931 27 27 35 26.430556 131.569444 129.263889 128.183771 128.183771 129.578486 27 23 19 66 70 70 97 100 104 
97.929214 129.421297 111.887325 29 25 33 23.568627 132.862745 126.784314 128.311714 128.311714 127.045348 33 29 25 63 63 59 98 102 98 
100.867833 129.512878 111.028586 27 23 27 23.861111 131.402778 125.416667 128.177291 128.177291 129.203507 27 23 19 58 58 58 97 100 93 
99.841189 129.421297 112.144199 27 27 31 26.750000 130.777778 129.277778 128.291348 128.291348 131.003439 31 27 23 62 58 54 93 97 93 
121.152876 129.415428 105.128478 30 30 34 41.723684 130.263158 128.263158 129.170006 129.170006 130.866533 38 34 30 69 65 61 103 103 95 
105.473787 129.443551 111.544429 27 27 34 28.180556 131.916667 129.277778 127.922619 127.922619 118.732858 30 38 49 61 76 95 95 110 129 
101.610557 128.948686 108.928506 23 19 27 29.552632 131.828947 128.013158 129.341116 129.341116 131.319382 27 23 19 58 54 50 92 92 84 
100.610868 129.132302 112.996998 27 19 23 18.555556 131.314815 124.888889 128.221001 128.221001 129.441598 27 23 19 58 62 62 89 97 93 
116.662616 127.583419 109.258018 23 19 27 20.862745 132.509804 128.000000 129.248349 129.248349 130.065145 27 19 15 58 61 65 88 96 96 
136.905872 128.120509 105.547612 30 27 34 30.490196 131.705882 127.294118 129.020268 129.020268 130.817191 42 38 34 76 76 72 107 110 107 
97.253702 129.087025 107.261179 23 19 21 27.888889 130.013889 124.708333 128.060050 128.060050 126.498769 27 27 27 58 69 77 88 100 107 
110.795031 129.032671 110.157262 38 30 34 32.280702 131.543860 124.877193 128.559381 128.559381 130.744801 38 34 30 69 65 61 141 147 150 
86.781896 129.544356 111.649789 19 15 19 22.578947 130.381579 126.947368 127.474455 127.474455 127.426797 23 19 15 53 57 53 84 91 88 
112.373604 128.292634 107.074891 17 13 17 11.118421 130.960526 127.578947 127.748662 127.748662 128.000184 25 21 17 55 55 51 85 89 85 
130.901638 127.528731 104.257775 34 22 22 27.166667 132.388889 119.148148 128.880385 128.880385 129.133598 41 38 34 71 71 71 101 101 101 
119.364231 126.994750 105.766645 19 17 22 14.986842 131.407895 126.973684 127.319424 127.319424 129.229969 30 26 22 64 68 60 94 101 90 
96.863349 129.067898 109.451199 23 19 23 16.930556 130.083333 127.666667 128.037725 128.037725 126.552291 23 23 23 54 58 65 88 96 96 
99.044427 129.565920 111.783149 31 21 23 22.018519 132.277778 120.759259 128.794065 128.794065 127.849979 27 23 23 58 58 58 89 93 89 
137.404723 127.105658 106.488180 30 27 34 28.184211 132.131579 128.473684 129.399770 129.399770 129.702985 27 19 15 57 53 53 88 91 91 
104.616205 128.211048 108.841896 15 19 27 28.861111 130.111111 129.638889 126.430299 126.430299 127.931759 49 49 46 80 84 80 19 15 11 
107.130612 128.759612 108.671390 46 34 34 33.294118 130.039216 122.176471 127.930915 127.930915 130.081968 46 46 42 80 88 84 15 11 8 
106.325487 128.580910 108.281914 15 15 23 14.684211 132.263158 129.184211 127.775562 127.775562 128.890813 30 27 23 61 61 57 91 95 91 
119.374566 128.277009 108.002618 38 30 34 51.868421 132.092105 128.473684 128.417958 128.417958 129.878248 41 38 34 71 79 82 109 112 112 
126.279540 128.733129 107.401248 32 23 23 24.745098 131.745098 121.274510 128.908170 128.908170 129.277465 23 15 8 53 53 53 84 88 88 
143.196621 128.751308 107.724056 60 49 38 61.911765 126.911765 121.205882 127.694941 127.694941 126.253132 45 41 38 79 75 68 109 109 101 
109.353067 129.672987 108.428245 30 26 30 26.486842 131.578947 127.539474 128.288837 128.288837 129.654396 38 34 30 68 64 60 105 105 94 
137.913548 128.125208 108.723475 39 39 43 45.026316 129.986842 128.236842 128.335292 128.335292 133.019317 47 43 35 80 76 69 17 11 2 
148.720077 129.544422 109.170015 79 86 90 89.614035 127.947368 130.982456 128.499813 128.499813 127.147838 38 34 30 68 68 68 101 101 98 
126.332930 128.045284 108.655225 31 33 39 34.456140 130.526316 129.754386 129.117089 129.117089 130.794674 41 37 33 74 74 70 107 107 103 
101.478184 130.092514 113.273543 50 39 39 38.947368 130.828947 121.828947 128.051564 128.051564 127.725831 42 39 35 77 85 100 12 6 0 
101.089608 129.996783 111.702074 34 30 34 33.388889 131.296296 126.037037 127.841275 127.841275 126.309282 57 57 57 91 91 88 27 27 25 
168.305846 128.295131 110.968485 34 38 38 40.368421 128.065789 129.092105 126.705453 126.705453 133.556654 38 34 23 69 65 53 99 95 84 
124.079664 129.242354 107.489003 36 36 40 35.650000 131.200000 127.150000 129.611457 129.611457 132.954403 40 32 25 70 66 59 100 100 93 
151.024590 129.382870 106.677675 19 19 28 21.240741 132.129630 128.481481 128.820052 128.820052 132.413996 45 41 34 15 9 0 75 71 64 
142.374788 128.349886 110.422322 47 41 45 43.539683 130.714286 125.396825 128.870630 128.870630 128.924069 41 38 34 71 75 82 105 109 112 
143.941622 127.788591 108.383716 84 76 66 90.535714 126.023810 123.690476 128.070991 128.070991 126.286002 44 44 44 76 80 84 109 113 117 
140.471491 127.980497 106.840903 59 44 44 49.425000 131.762500 120.125000 128.353640 128.353640 127.816625 37 33 30 67 74 81 107 111 115 
131.094368 128.118111 107.570685 37 37 44 40.855263 130.736842 129.263158 127.907496 127.907496 129.879131 37 33 26 67 67 63 100 103 100 
114.822820 128.949697 108.923287 122 92 67 104.037500 124.350000 112.112500 128.528026 128.528026 129.139772 52 48 44 20 11 0 85 85 85 
105.659389 127.821270 113.320523 36 36 40 38.409524 129.257143 129.571429 127.766213 127.766213 127.120954 43 43 43 77 93 108 119 142 157 
142.984235 126.547235 106.004668 45 38 41 39.722222 130.902778 123.888889 129.191156 129.191156 131.203346 49 45 41 19 11 8 82 82 79 
129.662004 127.265561 105.636512 52 44 44 48.100000 129.637500 124.275000 127.921294 127.921294 127.437369 44 44 44 74 81 87 188 201 218 
95.294306 128.728162 110.263907 36 34 36 35.845238 129.583333 127.750000 128.613589 128.613589 132.110124 36 32 24 66 64 58 96 99 92 
97.859275 129.330879 112.467651 38 34 38 36.171053 130.907895 125.894737 128.443691 128.443691 131.016834 34 30 27 65 65 61 95 99 95 
97.959568 129.595547 111.114445 46 35 35 46.518519 130.370370 119.962963 127.093325 127.093325 126.873104 42 42 39 73 85 100 164 174 170 
116.341496 126.740710 109.626099 48 45 45 50.375000 129.487500 125.925000 127.864825 127.864825 130.757898 45 41 34 78 78 71 108 108 101 
123.717719 126.859018 106.273584 25 27 33 29.095238 130.595238 130.214286 127.642604 127.642604 131.810264 39 35 27 70 70 62 100 104 97 
117.539932 128.632906 107.798764 30 33 41 34.012500 130.837500 131.100000 128.745645 128.745645 130.379339 44 41 37 74 74 74 107 111 111 
104.870215 131.598320 112.132710 44 40 44 43.175439 129.947368 126.719298 127.395039 127.395039 130.889714 56 52 44 86 90 102 25 21 13 
109.593166 128.717927 108.187534 29 29 35 29.403509 131.210526 128.789474 127.946977 127.946977 129.417514 36 33 29 67 67 67 98 100 98 
132.366362 127.303831 105.169337 52 41 37 47.587500 129.212500 119.662500 128.302426 128.302426 129.466058 19 11 4 52 52 52 82 86 82 
93.181292 129.189727 114.167486 38 34 38 32.964912 129.929825 126.649123 127.398144 127.398144 128.228337 38 38 34 69 80 95 129 133 133 
126.242667 127.871924 107.102159 53 46 50 51.425000 130.075000 125.750000 128.839274 128.839274 132.549437 42 35 28 72 68 61 103 101 94 
97.817783 128.563352 112.759921 40 34 34 38.881579 129.394737 124.644737 128.139134 128.139134 129.366766 34 30 26 64 68 68 94 98 98 
119.487954 128.968043 108.197974 70 55 52 62.800000 129.450000 119.650000 126.941377 126.941377 127.104049 52 52 52 85 92 96 22 22 18 
95.797897 129.442489 111.901863 39 33 35 33.777778 129.944444 123.791667 126.251891 126.251891 123.383725 31 35 35 63 78 98 106 122 129 
121.683411 128.635350 106.460254 30 34 39 35.870370 129.925926 131.222222 128.613539 128.613539 130.258325 48 48 45 82 82 78 112 115 112 
116.139392 127.146189 108.088851 38 38 41 39.462500 128.862500 128.712500 127.573139 127.573139 132.094244 41 38 30 71 71 64 116 120 109 
119.520237 127.881481 110.240676 52 41 41 55.500000 130.733333 122.433333 124.738399 124.738399 116.716587 55 70 85 89 111 129 122 148 159 
122.426520 127.622202 105.949969 55 44 41 49.733333 129.350000 121.133333 128.487803 128.487803 132.758770 48 44 37 18 11 4 78 78 70 
153.528185 126.507072 109.073361 47 43 50 52.152778 132.013889 127.458333 126.443836 126.443836 123.257701 54 50 47 86 104 119 126 162 176 
128.517125 129.141574 108.558031 45 38 45 41.226190 132.809524 126.666667 130.116539 130.116539 131.972540 38 30 22 68 64 64 101 101 98 
121.573519 128.405019 109.215447 47 43 43 44.210526 129.868421 125.434211 128.600148 128.600148 132.644997 36 32 24 66 62 54 96 96 88 
113.435536 128.263558 108.350958 41 41 44 41.462500 129.712500 127.787500 128.293062 128.293062 131.377150 41 37 30 74 74 70 111 111 107 
151.258127 126.417153 110.464359 91 84 77 84.875000 127.125000 122.450000 130.016057 130.016057 131.097623 52 42 31 84 87 94 122 126 128 
137.888747 128.368022 107.630179 36 36 40 38.462500 130.112500 128.262500 128.478541 128.478541 131.360398 47 43 40 17 9 2 77 77 70 
118.240224 128.774791 109.982931 42 34 42 37.869048 131.869048 125.702381 128.363947 128.363947 127.369629 38 34 30 69 76 84 103 110 118 
131.844826 129.147889 106.866003 47 43 47 49.904762 130.904762 126.607143 128.818811 128.818811 132.304457 54 50 43 20 13 6 84 80 73 
140.373044 129.155397 105.986387 49 45 45 50.607143 129.559524 124.297619 129.128228 129.128228 131.396953 45 41 38 75 71 68 15 11 8 
122.953240 129.529995 110.466590 36 36 43 40.105263 131.894737 128.421053 128.807749 128.807749 130.484491 51 47 40 81 89 100 149 149 142 
95.759804 130.473961 113.543270 44 36 38 60.438596 130.052632 123.280702 127.712800 127.712800 127.399122 36 36 33 67 71 75 105 105 105 
125.379765 128.652214 108.784362 42 38 46 42.671053 131.894737 127.789474 128.534818 128.534818 131.822399 46 42 38 76 76 69 15 11 8 
112.910397 129.292604 111.014301 37 37 43 40.315789 130.368421 129.013158 128.388828 128.388828 128.460673 45 41 37 78 82 86 112 117 119 
135.328072 127.937147 108.882790 65 50 47 54.475000 129.962500 119.400000 129.116531 129.116531 133.435670 35 28 20 65 61 54 95 91 84 
122.455126 128.399721 109.757154 46 42 46 48.159091 129.852273 126.147727 127.919946 127.919946 132.341327 42 38 30 72 69 61 103 99 91 
113.891970 130.226403 109.360196 32 32 36 37.250000 130.902778 127.166667 128.663457 128.663457 129.518847 36 32 28 66 66 62 96 96 93 
119.925162 129.477301 106.312834 37 33 37 39.754386 130.842105 126.894737 128.654810 128.654810 130.201813 37 33 29 69 69 61 100 100 92 
123.811425 129.006354 108.063450 37 31 35 31.907407 131.518519 124.944444 128.713566 128.713566 130.454584 35 31 27 66 66 62 100 100 97 
142.867682 126.975281 108.358409 32 32 39 33.129630 131.722222 129.259259 129.506741 129.506741 131.003330 35 28 20 65 61 58 102 99 91 
147.056221 127.055678 108.010737 80 80 76 80.592105 127.328947 128.973684 127.693497 127.693497 127.107752 57 57 57 27 23 15 88 91 95 
167.636768 128.801700 109.663048 60 41 30 51.368421 130.565789 114.750000 129.485900 129.485900 129.870380 15 9 0 45 41 38 75 71 68 
209.286586 127.421781 131.622114 242 251 255 252.000000 128.000000 133.000000 127.697382 127.697382 128.997693 11 8 4 42 42 38 72 72 69 
174.312147 128.696652 111.674240 52 38 34 57.351852 130.111111 118.074074 127.629049 127.629049 123.992682 26 30 34 56 64 71 86 94 105 
168.504521 128.321790 110.786186 34 26 30 25.314815 132.462963 122.222222 129.011691 129.011691 124.141565 15 11 15 45 45 49 79 79 79 
161.736052 128.390019 107.460736 47 39 39 38.087719 131.105263 121.649123 128.575785 128.575785 129.611482 32 28 24 62 58 58 92 92 92 
160.441368 128.666602 109.569833 13 17 25 13.777778 131.092593 131.351852 128.439867 128.439867 130.976403 32 28 21 62 59 51 93 89 81 
164.165536 129.243779 110.099461 57 38 34 47.962500 131.762500 115.587500 128.950130 128.950130 130.467914 15 8 0 45 42 38 76 76 72 
143.843757 128.773400 107.360792 58 47 43 46.312500 129.362500 120.062500 128.788259 128.788259 130.253153 39 35 28 69 69 73 114 114 110 
163.240826 128.775747 108.542345 49 38 41 38.513158 132.131579 122.763158 129.699905 129.699905 126.183259 30 22 19 60 56 56 98 98 94 
157.313982 128.422370 106.928057 34 26 30 29.368421 131.964912 123.807018 129.410038 129.410038 130.106396 15 8 0 45 42 38 76 72 68 
178.604520 128.626826 113.703832 52 38 30 42.614035 129.771930 119.263158 126.449940 126.449940 125.700325 38 41 41 68 75 79 98 105 112 
169.545181 128.287240 109.212515 41 30 28 40.565789 130.381579 119.486842 128.302170 128.302170 127.789993 49 49 49 19 15 15 79 79 79 
166.504941 127.380583 109.917516 34 26 34 35.309524 132.035714 123.166667 128.918517 128.918517 130.091175 34 30 26 64 64 64 98 98 98 
166.376320 128.210607 109.196626 56 41 45 40.065789 132.657895 119.960526 130.682942 130.682942 130.578107 30 22 19 60 56 56 98 94 90 
152.541493 128.594197 108.419313 38 30 34 32.725490 131.117647 123.764706 130.820570 130.820570 125.453822 38 34 38 68 64 68 101 98 98 
144.562264 128.440998 108.459800 26 26 34 25.018519 132.574074 129.129630 127.664505 127.664505 123.724033 41 41 45 71 75 79 101 105 109 
162.984350 129.046609 107.834398 26 22 26 28.111111 130.814815 126.203704 127.741614 127.741614 126.853951 34 34 34 64 71 79 98 105 112 
164.789928 129.652649 107.751901 71 54 49 41.148148 132.092593 116.666667 130.135210 130.135210 128.134589 41 38 38 71 68 68 105 105 109 
175.056933 127.585418 110.017328 70 47 40 52.973684 131.315789 115.039474 129.014352 129.014352 128.477280 32 28 28 62 59 59 96 100 100 
171.513575 128.572705 109.417400 52 38 38 44.210526 131.578947 118.052632 129.772818 129.772818 131.411609 38 30 26 68 64 56 101 98 90 
153.277626 130.063835 108.092609 53 38 34 32.625000 130.812500 120.041667 126.971881 126.971881 125.099010 53 57 61 23 23 23 84 88 91 
165.088096 129.857366 108.033410 30 23 27 21.035088 132.578947 123.894737 129.700480 129.700480 129.871735 30 27 27 65 61 57 99 99 95 
160.517808 129.957683 108.435794 26 26 30 28.877193 130.543860 126.842105 127.626142 127.626142 128.682320 30 30 26 60 60 60 90 90 90 
170.236628 129.579501 110.011647 32 25 32 30.701754 132.877193 124.596491 129.214708 129.214708 130.516471 32 28 25 62 59 55 93 93 89 
153.037335 130.168242 106.637798 38 30 32 32.368421 131.578947 122.065789 129.539240 129.539240 129.782749 17 11 0 49 45 41 82 79 75 
158.129143 129.597841 106.597240 60 49 45 52.907895 129.236842 119.539474 128.380141 128.380141 131.420576 41 38 30 71 68 60 101 98 90 
154.704796 128.605189 110.693290 48 41 35 51.845238 126.178571 123.976190 128.014310 128.014310 129.628312 48 44 41 18 13 0 78 78 74 
172.414227 127.648383 110.138254 52 38 36 42.981481 131.777778 117.981481 128.581080 128.581080 129.317795 34 30 26 64 60 56 94 94 90 
150.865109 127.009527 108.513458 34 30 34 29.313725 130.627451 127.098039 127.303524 127.303524 128.649616 34 34 30 65 65 65 99 103 99 
161.213935 127.421741 107.418529 51 38 34 53.456140 128.912281 118.736842 127.529817 127.529817 126.855526 42 42 42 72 76 80 110 114 114 
167.898853 125.411415 114.135943 19 22 34 87.944444 128.000000 130.629630 126.024440 126.024440 123.882634 56 60 64 86 94 98 120 135 142 
155.167860 126.048498 108.803972 37 37 45 40.250000 131.473684 128.210526 130.083704 130.083704 132.351803 45 37 34 78 74 67 119 119 112 
159.685032 124.860563 107.435552 29 25 33 26.862745 133.156863 126.078431 128.914792 128.914792 128.398923 37 33 33 68 68 68 99 99 99 
170.573174 127.588361 109.101551 80 62 58 80.944444 131.333333 118.722222 127.980805 127.980805 128.690394 55 55 51 87 87 84 25 18 18 
165.953455 126.112467 109.905268 55 43 45 48.462963 131.444444 121.092593 129.112428 129.112428 129.715702 43 40 36 74 70 66 104 108 108 
165.770788 126.814308 108.984602 65 50 47 59.508772 130.175439 119.087719 127.926794 127.926794 126.039754 54 54 54 84 87 91 24 24 20 
