skin_L skin_A skin_B eye_r eye_g eye_b eye_L eye_A eye_B hair_L hair_A hair_B hair_r1 hair_g1 hair_b1 hair_r2 hair_g2 hair_b2 hair_r3 hair_g3 hair_b3
150.865109 127.009527 108.513458 38 34 34 37.518519 129.592593 125.370370 127.349869 127.349869 128.681150 30 34 34 57 61 61 89 91 88 
161.213935 127.421741 107.418529 67 55 49 69.383333 127.766667 119.466667 127.499503 127.499503 126.868845 38 42 42 76 72 69 103 107 99 
167.898853 125.411415 114.135943 98 101 105 108.789474 127.315789 131.140351 126.329340 126.329340 123.862258 64 60 56 94 90 82 124 120 109 
155.167860 126.048498 108.803972 41 37 45 43.875000 131.925000 126.850000 130.228991 130.228991 132.403430 34 37 45 60 67 71 4 9 19 
159.685032 124.860563 107.435552 33 27 33 33.518519 131.888889 124.296296 129.010003 129.010003 128.425438 29 33 37 68 64 64 97 95 95 
170.573174 127.588361 109.101551 73 58 60 102.052632 132.526316 118.964912 127.926830 127.926830 128.520892 51 55 55 76 80 80 25 24 29 
165.953455 126.112467 109.905268 47 38 40 52.140351 131.596491 121.192982 129.175847 129.175847 129.767210 36 40 43 6 9 17 62 66 70 
165.770788 126.814308 108.984602 69 54 50 65.083333 129.750000 118.766667 127.878729 127.878729 125.699278 61 58 58 91 87 84 28 32 32 
156.300179 127.229760 106.290630 44 40 44 43.555556 130.981481 126.407407 127.953245 127.953245 130.963378 29 36 40 63 67 67 221 226 223 
169.244291 127.098199 109.795600 61 50 47 59.983333 129.850000 118.366667 128.279439 128.279439 128.580415 35 39 43 73 69 69 102 101 95 
161.540380 127.296796 109.415167 66 54 54 64.649123 130.473684 120.929825 125.770614 125.770614 120.869440 36 39 43 118 99 77 148 129 103 
162.756859 126.973925 106.526977 65 55 53 57.793651 130.142857 120.920635 129.123893 129.123893 132.399558 27 34 42 57 65 69 84 91 95 
170.763793 126.388756 110.039240 62 51 47 69.100000 130.387500 118.800000 127.956340 127.956340 129.009817 31 35 39 62 66 66 90 93 91 
162.230110 124.522534 109.012591 51 43 47 76.137500 130.712500 123.812500 129.250000 129.250000 130.501419 28 36 43 62 66 69 99 103 103 
167.028156 125.786306 111.034814 58 51 55 66.700000 130.766667 123.233333 127.887831 127.887831 123.729443 73 69 66 44 40 40 117 102 91 
168.863687 126.149952 108.069532 59 52 52 56.733333 130.083333 122.633333 128.240102 128.240102 128.982197 44 48 52 18 22 26 70 74 78 
150.269877 128.175642 104.819909 43 39 39 54.616667 129.150000 125.166667 128.058165 128.058165 131.776693 32 39 43 61 65 69 2 9 17 
154.899393 125.773877 107.443555 74 59 52 63.787500 129.500000 117.475000 129.657361 129.657361 132.048692 37 41 48 4 11 22 67 70 74 
174.478896 127.066442 110.164152 74 59 55 79.857143 130.154762 119.738095 129.671725 129.671725 132.437200 26 33 41 55 63 67 89 92 92 
173.213346 126.101278 111.185198 77 66 58 90.200000 128.387500 121.000000 128.786415 128.786415 130.909261 31 35 39 62 66 66 91 93 93 
166.254102 128.825796 109.637324 78 63 52 87.033333 129.300000 120.450000 129.207085 129.207085 125.642325 55 52 52 81 78 78 18 20 26 
165.790701 129.341996 107.846344 50 39 41 43.500000 131.450000 121.362500 129.150576 129.150576 132.133458 28 35 39 54 61 65 86 95 97 
162.542638 128.955793 108.624550 44 37 44 73.333333 132.315789 124.631579 129.000919 129.000919 130.719390 11 15 22 41 44 48 81 78 74 
151.200909 129.063561 107.799516 30 22 30 51.933333 132.300000 125.766667 129.161471 129.161471 132.184126 19 26 34 48 56 60 74 82 86 
159.084349 128.720148 108.656547 76 61 50 67.083333 127.250000 118.773810 128.218509 128.218509 132.121625 28 35 39 54 61 65 79 87 91 
151.589225 131.595120 106.853653 43 43 47 101.387500 131.012500 125.562500 127.825146 127.825146 133.237273 32 43 47 62 69 73 2 9 17 
173.231535 128.776414 111.245055 60 45 45 47.845238 131.797619 118.642857 128.351112 128.351112 124.973053 41 38 38 75 68 64 105 101 101 
167.417797 127.977432 109.113452 34 30 34 47.511364 132.238636 125.897727 135.854052 135.854052 117.500780 34 30 38 68 60 64 128 87 91 
166.316357 130.391705 108.920480 74 86 86 114.062500 126.687500 133.587500 121.007810 121.007810 116.178249 123 108 78 97 82 52 56 48 19 
178.991075 130.525054 109.949949 87 95 91 97.491228 125.807018 132.052632 127.149627 127.149627 125.619645 43 39 35 80 73 61 172 1 86 
172.353417 128.607096 111.626462 76 87 87 99.340909 123.988636 131.897727 123.441350 123.441350 118.691469 91 87 69 117 113 95 66 58 44 
168.231050 128.454545 109.370270 74 71 48 78.912500 121.162500 124.637500 124.299368 124.299368 121.484087 71 63 48 97 89 74 37 30 19 
169.652544 127.638937 110.865338 61 50 39 47.512500 127.137500 121.325000 127.698667 127.698667 127.975642 32 35 35 73 69 61 117 99 87 
176.292305 129.640271 109.408303 72 60 45 63.298246 125.052632 120.087719 127.171286 127.171286 124.535513 49 45 42 23 19 15 79 72 68 
173.995842 130.378737 110.912603 82 101 109 102.925926 128.203704 138.703704 123.818207 123.818207 121.839254 90 82 68 64 56 41 124 116 94 
165.661440 129.521637 109.392806 62 73 73 84.750000 125.291667 133.347222 124.805539 124.805539 124.629713 28 24 17 58 54 43 84 81 69 
146.483243 128.942896 113.549172 49 38 26 42.222222 126.851852 120.444444 124.630173 124.630173 123.842687 64 60 49 34 30 23 91 87 76 
164.932988 129.885191 110.017443 41 54 67 70.026316 131.250000 138.421053 124.984630 124.984630 125.975952 43 45 41 82 78 67 115 104 93 
166.998176 128.759684 113.743805 76 96 110 115.833333 129.533333 139.750000 123.853344 123.853344 120.595068 74 67 56 118 107 81 16 20 24 
169.003903 126.783607 112.045767 84 91 88 92.000000 125.381579 131.894737 126.796993 126.796993 127.448841 23 27 27 61 57 53 99 91 86 
166.943226 127.306222 111.343228 85 92 81 91.385965 122.982456 129.964912 131.239763 131.239763 117.785554 37 30 33 89 67 59 129 111 103 
172.959043 127.553442 112.235945 100 111 111 107.387500 126.900000 135.112500 125.621079 125.621079 125.152457 74 70 63 48 44 37 103 100 89 
162.024900 129.984658 111.711233 63 56 45 64.483333 127.166667 122.066667 125.213838 125.213838 121.574013 52 48 45 22 19 19 89 82 71 
170.376998 128.948850 109.041631 80 91 93 95.026316 127.723684 135.434211 125.453274 125.453274 122.393847 42 38 34 88 80 69 122 114 95 
158.996758 129.508529 109.037248 69 65 50 69.238095 124.076190 123.057143 125.034844 125.034844 123.333992 58 54 47 95 87 73 125 117 99 
167.706754 128.419886 107.654372 64 53 45 66.491228 129.263158 120.596491 129.380712 129.380712 130.804206 26 30 34 53 57 60 83 85 85 
168.556121 128.703942 110.783930 72 83 85 88.275000 126.287500 133.537500 125.955298 125.955298 124.128709 63 59 52 33 30 26 100 89 78 
166.122875 128.992931 107.838659 56 71 82 82.605263 130.131579 136.881579 126.957039 126.957039 126.308243 41 38 34 71 68 60 116 124 111 
176.187036 127.383410 110.919721 74 63 45 58.650000 124.587500 118.812500 126.188910 126.188910 121.928523 52 45 37 82 74 63 108 99 89 
169.281695 127.635407 109.490807 68 71 73 94.537500 124.825000 131.275000 127.876104 127.876104 127.699364 0 8 15 60 56 52 90 86 82 
170.322883 128.732755 110.275627 60 71 75 87.700000 127.350000 135.300000 125.575902 125.575902 124.026177 60 56 49 98 90 75 124 116 101 
156.656379 127.211762 106.745843 60 79 87 91.652778 128.388889 136.736111 127.367710 127.367710 127.697623 42 40 38 68 66 64 111 117 106 
148.508313 130.122263 104.788259 59 44 38 102.928571 132.380952 123.726190 127.079648 127.079648 127.971796 21 25 25 59 55 51 84 86 78 
168.398147 128.436031 109.850949 52 41 38 43.275000 129.587500 121.275000 126.479795 126.479795 126.322135 56 52 45 82 79 71 109 116 112 
153.749939 132.118587 107.536822 62 70 76 80.210526 128.333333 133.684211 124.756195 124.756195 125.377378 62 59 47 89 85 74 17 21 21 
164.849138 128.315565 108.483350 79 94 101 111.500000 128.000000 137.592593 126.695168 126.695168 122.893977 71 60 45 22 19 19 98 86 75 
182.978389 128.789005 111.989696 76 60 42 66.263158 125.421053 117.473684 126.948354 126.948354 125.783618 49 45 42 76 72 68 13 15 15 
174.494658 131.922379 107.299131 60 64 62 107.512500 127.837500 128.137500 126.696040 126.696040 127.988741 15 19 22 45 49 49 73 79 75 
166.796465 128.522642 110.531315 94 94 75 88.875000 121.187500 123.400000 127.539655 127.539655 126.516547 64 60 52 19 22 26 109 94 79 
157.564225 129.720461 108.466375 36 30 32 32.236842 130.368421 125.486842 127.680649 127.680649 129.986434 17 21 25 47 51 51 89 87 85 
158.979980 126.644154 109.832297 54 61 67 73.716667 127.966667 133.450000 127.059887 127.059887 129.345200 32 35 35 63 65 61 99 97 87 
158.404385 129.882411 108.053103 60 79 90 84.784314 129.274510 140.078431 125.448510 125.448510 121.053200 41 34 22 68 60 49 98 90 79 
171.987835 127.725649 111.354342 49 45 49 104.275000 131.325000 131.712500 128.173218 128.173218 128.481125 22 26 30 64 60 56 90 88 82 
157.295081 129.541571 109.453093 81 96 100 103.250000 127.416667 136.972222 124.718977 124.718977 122.185377 103 100 89 67 63 55 129 126 115 
168.191735 127.514665 113.295618 55 48 43 62.315789 130.302632 123.894737 126.126839 126.126839 123.888415 55 52 48 85 81 74 30 26 22 
166.553163 128.279896 111.153659 42 30 34 33.012500 132.925000 121.425000 128.779550 128.779550 128.505439 26 30 34 53 57 60 79 83 87 
174.816075 128.893938 110.766726 82 60 41 58.075000 129.450000 111.337500 128.230059 128.230059 127.411599 19 22 26 60 56 52 86 82 79 
176.902195 128.410683 110.949258 155 124 126 114.350000 133.062500 115.250000 126.262068 126.262068 121.689632 96 85 70 52 48 41 122 115 103 
173.268603 129.458737 110.452103 68 47 41 53.812500 130.937500 115.337500 127.535307 127.535307 128.476649 26 30 30 52 56 56 79 82 82 
178.983438 129.691955 111.496914 72 60 53 69.351852 127.740741 120.314815 127.870296 127.870296 129.175509 23 26 26 49 53 53 76 83 83 
182.000860 129.206981 114.742271 71 71 74 86.262500 128.162500 129.087500 126.999702 126.999702 117.844148 96 85 74 71 56 45 128 114 99 
170.553406 125.972795 112.016355 62 62 66 79.725000 130.125000 126.387500 127.155937 127.155937 127.330963 76 73 69 40 44 44 106 102 95 
174.490362 128.450825 110.850040 69 73 84 93.824561 131.175439 131.649123 126.651631 126.651631 122.406939 87 80 73 55 51 47 117 109 98 
180.394025 128.737590 111.031698 89 93 89 104.806818 126.170455 126.988636 127.807818 127.807818 129.960585 30 34 34 56 60 60 82 86 86 
177.912641 129.222467 112.738296 64 68 79 95.857143 130.440476 132.226190 127.344982 127.344982 120.251023 83 76 68 53 45 42 117 106 94 
172.828732 129.864328 112.567585 90 98 101 101.148148 131.018519 125.518519 128.267979 128.267979 126.646251 0 11 15 38 41 41 64 68 68 
182.328941 129.842943 110.313507 64 68 75 85.125000 130.375000 130.362500 127.408221 127.408221 124.712425 56 52 49 82 79 75 30 26 22 
182.987532 129.825685 111.894675 52 60 75 94.416667 134.428571 130.702381 126.310045 126.310045 121.147331 112 101 90 79 71 64 139 131 120 
178.096787 129.790265 112.739401 70 52 44 74.225000 131.500000 117.937500 125.852528 125.852528 120.889762 0 11 18 85 74 59 118 107 89 
174.532240 130.558633 111.975000 73 66 62 75.511364 128.386364 122.204545 126.537909 126.537909 123.481980 91 87 80 62 58 55 117 113 106 
175.014984 129.179519 111.551117 98 102 98 107.555556 126.523810 129.095238 126.537506 126.537506 123.726264 73 69 62 33 29 26 98 95 91 
174.605187 128.943191 109.690180 69 45 34 50.133333 131.566667 112.533333 130.035516 130.035516 126.429985 8 9 15 49 41 41 75 68 68 
166.244981 129.337442 108.218914 62 68 68 128.025000 130.562500 127.625000 128.285020 128.285020 127.892460 26 30 34 64 60 60 90 86 86 
168.497933 127.954184 111.048523 91 99 101 109.637500 127.762500 131.437500 128.912821 128.912821 115.908472 80 58 47 114 91 73 35 24 20 
167.441973 128.797876 109.487808 108 117 119 109.719298 127.877193 132.982456 127.308122 127.308122 124.805871 48 45 41 82 74 67 108 104 97 
178.952352 129.381815 113.009064 82 79 71 83.987500 126.150000 123.550000 128.171310 128.171310 129.172999 26 30 34 56 60 60 84 86 86 
188.012887 129.569072 112.206691 85 89 93 99.180556 128.805556 130.125000 126.785926 126.785926 119.498216 96 85 74 62 55 47 123 111 100 
163.601038 128.960319 108.991777 89 82 78 110.272727 128.984848 124.530303 128.895669 128.895669 128.434095 26 30 34 63 60 60 89 93 97 
185.748129 128.716972 112.301333 65 61 61 82.535714 127.083333 123.773810 129.005713 129.005713 125.458827 46 42 42 80 72 69 15 13 17 
184.660557 128.132992 114.931519 71 60 52 66.368421 129.035088 118.508772 133.379707 133.379707 115.030138 60 38 34 90 64 60 128 101 90 
182.587260 130.665522 111.938895 69 46 36 56.298246 131.561404 112.298246 127.936818 127.936818 127.030037 59 63 63 33 36 36 86 90 90 
171.809116 129.545183 111.731366 84 103 99 107.017544 124.456140 137.175439 122.475531 122.475531 130.677160 57 69 61 84 99 91 30 34 27 
183.902751 128.659667 114.694133 60 45 45 50.105263 131.407895 119.697368 127.721813 127.721813 114.940340 120 101 82 71 56 49 41 26 22 
172.783660 129.430631 108.680859 64 45 38 46.612500 130.662500 117.312500 127.160878 127.160878 125.826261 68 64 60 94 90 86 41 38 34 
184.507914 129.819994 110.028226 168 168 172 158.380952 130.940476 127.988095 128.673409 128.673409 126.692528 51 47 47 77 74 74 19 17 21 
181.251607 129.590783 112.294820 65 53 46 56.966667 128.733333 120.183333 127.685947 127.685947 124.168755 57 53 49 84 80 76 27 23 23 
175.925396 130.592431 113.976871 104 113 117 111.000000 129.625000 132.000000 126.432179 126.432179 121.792701 113 106 95 73 69 66 47 44 40 
173.709458 129.013044 109.652107 68 56 49 61.634921 128.984127 118.777778 128.136574 128.136574 127.964598 0 9 15 60 56 56 86 82 82 
175.487368 130.362574 111.837587 79 90 101 101.650000 130.487500 135.450000 126.887298 126.887298 117.596747 124 109 94 98 82 68 60 49 41 
184.687537 129.699287 113.413558 76 80 84 93.197368 128.671053 131.000000 126.928600 126.928600 120.432198 65 57 49 91 84 76 38 30 23 
167.270510 126.339497 108.377556 68 49 41 55.112500 129.012500 116.662500 141.349632 141.349632 104.483016 95 53 53 68 6 25 146 88 91 
170.624648 128.822561 111.079067 84 87 87 87.456140 128.491228 128.666667 127.981856 127.981856 128.188645 40 44 44 66 69 69 91 95 95 
181.759615 130.366986 114.846488 82 86 90 101.050000 129.233333 130.666667 126.256379 126.256379 120.656670 71 67 59 102 94 86 44 40 33 
170.289385 129.170066 111.622103 79 64 57 67.000000 129.403509 119.666667 127.626883 127.626883 121.501546 61 53 50 97 86 75 28 24 24 
172.783520 129.184776 110.071732 38 26 30 39.508772 132.736842 121.070175 129.332184 129.332184 132.214978 15 22 30 45 52 56 71 79 81 
148.092510 128.752294 110.139931 36 28 34 39.712500 133.062500 123.600000 129.045394 129.045394 131.334525 21 28 32 51 55 59 77 81 85 
158.382510 132.906459 107.520626 63 48 45 53.066667 130.050000 118.000000 127.322132 127.322132 129.258636 0 11 19 41 45 45 67 71 71 
178.359061 129.109108 109.681488 74 53 43 64.062500 130.687500 116.050000 127.836599 127.836599 128.380564 25 28 28 51 55 55 83 81 81 
172.721861 128.937146 110.039653 62 60 68 92.000000 131.202381 126.976190 127.911184 127.911184 127.113634 52 49 49 15 19 22 79 75 75 
184.656536 130.956985 115.098669 85 92 102 111.016667 130.366667 135.500000 127.572575 127.572575 118.951131 118 103 92 85 70 67 144 129 118 
169.956457 129.159568 109.551258 86 101 101 124.716667 124.350000 136.183333 126.213811 126.213811 133.634678 38 45 45 0 8 15 68 75 71 
164.128861 129.186306 107.470269 71 56 51 73.416667 130.369048 119.797619 130.293504 130.293504 131.146784 22 26 34 52 56 60 79 82 86 
186.168435 129.761232 112.714617 77 62 49 83.683333 126.416667 118.183333 126.855472 126.855472 123.967037 79 72 64 45 42 38 110 98 91 
183.894372 130.210871 111.554480 76 53 49 65.250000 131.966667 114.833333 127.868124 127.868124 126.995466 45 41 37 72 68 64 14 10 10 
180.235296 126.183043 109.753151 48 34 32 90.869048 131.547619 123.666667 127.965433 127.965433 128.958380 28 32 36 60 64 64 104 96 92 
177.836951 128.951505 110.147756 60 64 71 101.777778 130.851852 130.555556 128.212006 128.212006 126.933763 49 52 52 19 22 26 105 98 94 
167.810400 128.071351 108.788738 84 95 91 111.947368 124.456140 133.912281 126.154282 126.154282 136.056848 27 42 46 53 76 80 84 107 110 
184.128019 128.807700 112.237925 94 100 100 108.312500 126.687500 130.512500 127.533516 127.533516 123.964163 62 59 55 96 89 81 36 32 28 
